IN	R	M	N	B
5	149	48	499803	0
0	145	168	499687	0
1	152	61	499787	0
2	145	165	499690	0
3	145	3	499852	0
4	168	26	499806	0
5	145	83	499772	0
0	163	149	499688	0
1	169	151	499680	0
2	145	34	499821	0
3	171	38	499791	0
4	163	58	499779	0
5	152	87	499761	0
0	163	171	499666	0
1	168	139	499693	0
2	171	94	499735	0
3	171	36	499793	0
4	171	157	499672	0
5	163	38	499799	0
0	152	169	499679	0
1	168	126	499706	0
2	171	49	499780	0
3	163	13	499824	0
4	169	103	499728	0
5	145	125	499730	0
0	174	163	499663	0
1	171	163	499666	0
2	163	149	499688	0
3	174	108	499718	0
4	163	80	499757	0
5	174	143	499683	0
0	168	145	499687	0
1	171	82	499747	0
2	163	25	499812	0
3	160	145	499695	0
4	168	57	499775	0
5	171	118	499711	0
0	149	160	499691	0
1	174	163	499663	0
2	149	131	499720	0
3	160	69	499771	0
4	149	93	499758	0
5	149	134	499717	0
0	171	163	499666	0
1	163	166	499671	0
2	160	139	499701	0
3	162	157	499681	0
4	171	110	499719	0
5	174	103	499723	0
0	171	161	499667	1
1	160	139	499701	0
2	172	24	499804	0
3	171	140	499688	1
4	171	46	499783	0
5	162	162	499676	0
0	163	174	499663	0
1	149	111	499740	0
2	162	35	499803	0
3	186	53	499761	0
4	175	123	499702	0
5	148	96	499756	0
0	177	186	499637	0
1	170	143	499686	1
2	186	128	499686	0
3	177	149	499674	0
4	187	11	499802	0
5	177	57	499766	0
0	149	160	499691	0
1	163	58	499779	0
2	177	179	499644	0
3	168	155	499677	0
4	160	127	499713	0
5	163	76	499761	0
0	167	168	499665	0
1	177	187	499636	0
2	168	112	499720	0
3	168	58	499774	0
4	167	108	499725	0
5	167	64	499769	0
0	162	172	499666	0
1	177	145	499678	0
2	167	156	499677	0
3	172	31	499797	0
4	162	66	499772	0
5	187	101	499712	0
0	172	157	499671	0
1	167	27	499806	0
2	172	71	499757	0
3	157	140	499703	0
4	157	157	499686	0
5	172	105	499723	0
0	186	177	499637	0
1	167	155	499678	0
2	172	157	499671	0
3	168	93	499739	0
4	177	177	499646	0
5	167	55	499778	0
0	137	168	499695	0
1	172	156	499672	0
2	168	0	499832	0
3	137	147	499716	0
4	168	18	499814	0
5	137	41	499822	0
0	168	167	499665	0
1	157	34	499809	0
2	137	57	499806	0
3	176	44	499780	0
4	167	119	499714	0
5	157	139	499704	0
0	176	158	499666	0
1	137	165	499698	0
2	158	3	499839	0
3	158	93	499749	0
4	158	117	499725	0
5	158	53	499789	0
0	157	172	499671	0
1	168	0	499832	0
2	158	57	499785	0
3	141	163	499696	0
4	157	148	499695	0
5	168	8	499824	0
0	141	184	499675	0
1	158	176	499666	0
2	141	180	499679	0
3	141	172	499687	0
4	184	51	499765	0
5	141	160	499699	0
0	168	137	499695	0
1	176	58	499766	0
2	184	88	499728	0
3	174	61	499765	0
4	168	85	499747	0
5	176	149	499675	0
0	174	153	499673	0
1	141	19	499840	0
2	153	174	499673	0
4	174	127	499699	0
3	153	140	499707	0
5	153	163	499684	0
0	176	158	499666	0
1	184	135	499681	0
2	153	118	499729	0
3	138	51	499811	0
4	176	19	499805	0
5	184	46	499770	0
0	138	160	499702	0
1	153	150	499697	0
2	138	5	499857	0
3	138	138	499724	0
5	138	156	499706	0
4	160	62	499778	0
0	141	184	499675	0
1	174	79	499747	0
2	138	111	499751	0
3	162	44	499794	0
4	184	55	499761	0
5	174	79	499747	0
0	131	162	499707	0
1	160	138	499702	0
2	131	161	499708	0
3	162	117	499721	0
4	162	96	499742	0
5	132	49	499819	0
0	174	153	499673	0
1	138	160	499702	0
2	162	108	499730	0
3	170	98	499732	0
4	153	172	499675	0
5	138	132	499730	0
0	143	169	499688	0
1	162	29	499809	0
2	143	166	499691	0
3	169	88	499743	0
4	143	108	499749	0
5	142	161	499697	0
0	160	138	499702	0
1	131	101	499768	0
2	143	16	499841	0
3	172	37	499791	0
4	138	102	499760	0
5	162	8	499830	0
0	172	155	499673	0
1	170	82	499748	0
2	172	19	499809	0
4	155	102	499743	0
3	155	144	499701	0
5	172	146	499682	0
0	162	131	499707	0
1	143	126	499731	0
2	172	110	499718	0
3	162	104	499734	0
4	162	13	499825	0
5	169	47	499784	0
0	127	162	499711	0
1	155	172	499673	0
2	162	42	499796	0
3	162	124	499714	0
4	162	114	499724	0
5	127	146	499727	0
0	143	169	499688	0
1	155	37	499808	0
2	127	157	499716	0
3	137	79	499784	0
4	169	27	499804	0
5	172	94	499734	0
0	137	160	499703	0
1	127	142	499731	0
2	160	20	499820	0
3	137	20	499843	0
4	160	85	499755	0
5	160	33	499807	0
0	172	155	499673	0
1	162	86	499752	0
2	137	22	499841	0
3	168	66	499766	0
4	172	148	499680	0
5	162	47	499791	0
0	147	168	499685	0
1	137	149	499714	0
2	168	5	499827	0
3	147	157	499696	0
4	168	105	499727	0
5	147	34	499819	0
0	127	162	499711	0
1	160	99	499741	0
2	147	167	499686	0
3	169	38	499793	0
4	162	14	499824	0
5	160	85	499755	0
0	143	168	499689	0
1	147	96	499757	0
2	143	71	499786	0
3	143	121	499736	0
4	143	14	499843	0
5	169	98	499733	0
0	137	160	499703	0
1	147	168	499685	0
2	168	38	499794	0
3	136	130	499734	0
4	137	118	499745	0
5	167	32	499801	0
0	169	136	499695	0
1	167	14	499819	0
2	169	4	499827	0
3	136	134	499730	0
4	169	21	499810	0
5	169	42	499789	0
0	147	168	499685	0
1	167	111	499722	0
2	171	70	499759	0
3	175	70	499755	0
4	147	62	499791	0
5	143	143	499714	0
0	175	169	499656	0
1	136	94	499770	0
2	175	157	499668	0
3	169	27	499804	0
4	175	116	499709	0
5	169	160	499671	0
0	143	168	499689	0
1	136	154	499710	0
2	175	32	499793	0
3	171	106	499723	0
4	169	80	499751	0
5	171	10	499819	0
0	167	171	499662	0
1	175	78	499747	0
2	167	17	499816	0
3	171	83	499746	0
4	171	157	499672	0
5	167	31	499802	0
0	169	136	499695	0
1	169	48	499783	0
2	171	166	499663	0
3	169	52	499779	0
4	169	92	499739	0
5	169	169	499662	0
0	169	154	499677	0
1	167	161	499672	0
2	169	47	499784	0
3	154	155	499691	0
4	169	127	499704	0
5	154	143	499703	0
0	175	169	499656	0
1	171	112	499717	0
2	169	7	499824	0
3	174	117	499709	0
4	175	93	499732	0
5	171	135	499694	0
0	182	174	499644	0
1	154	107	499739	0
2	182	12	499806	0
3	174	152	499674	0
4	182	157	499661	0
5	182	54	499764	0
0	167	171	499662	0
1	169	154	499677	0
2	174	151	499675	0
3	159	101	499740	0
4	167	73	499760	0
5	154	124	499722	0
0	159	151	499690	0
1	174	129	499697	0
2	159	126	499715	0
3	150	117	499732	1
4	159	118	499723	0
5	150	16	499833	1
0	169	154	499677	0
1	182	174	499644	0
2	159	101	499740	0
3	138	163	499699	0
4	169	150	499681	0
5	174	38	499788	0
0	163	138	499699	0
1	150	142	499707	1
2	138	39	499823	0
3	138	109	499753	0
4	163	10	499827	0
5	138	18	499844	0
0	182	174	499644	0
1	151	131	499718	0
2	138	9	499853	0
3	156	152	499692	0
4	174	136	499690	0
5	151	145	499704	0
0	164	156	499680	0
1	138	94	499768	0
2	156	123	499721	0
3	164	48	499788	0
4	164	156	499680	0
5	156	87	499757	0
0	159	151	499690	0
1	163	133	499704	0
2	156	42	499802	0
3	156	162	499682	0
4	159	63	499778	0
5	138	36	499826	0
0	156	169	499675	0
1	164	155	499681	0
2	156	144	499700	0
3	169	146	499685	0
4	169	96	499735	0
5	156	42	499802	0
0	163	138	499699	0
1	156	160	499684	0
2	169	146	499685	0
3	148	125	499726	1
4	163	137	499700	0
5	164	5	499831	0
0	145	149	499706	0
1	156	147	499697	0
2	148	115	499736	1
3	145	65	499790	0
4	148	138	499713	1
5	145	130	499725	0
0	164	156	499680	0
1	156	165	499679	0
2	148	144	499707	1
3	145	80	499775	0
4	156	116	499728	0
5	169	35	499796	0
0	163	145	499692	0
1	148	135	499716	1
2	163	114	499723	0
3	145	69	499786	0
4	145	148	499707	0
5	163	121	499716	0
0	156	169	499675	0
1	148	57	499794	1
2	145	108	499747	0
3	144	30	499826	0
4	156	108	499736	0
5	145	28	499827	0
0	144	151	499705	0
1	163	31	499806	0
2	151	144	499705	0
3	144	50	499806	0
4	144	35	499821	0
5	151	139	499710	0
0	145	149	499706	0
1	145	158	499697	0
2	144	51	499805	0
3	168	57	499775	0
4	145	142	499713	0
5	145	142	499713	0
0	168	162	499670	0
1	151	137	499712	0
2	162	12	499826	0
3	168	119	499713	0
4	162	167	499671	0
5	162	13	499825	0
0	163	145	499692	0
1	151	144	499705	0
2	162	141	499697	0
3	159	138	499703	0
4	145	97	499758	0
5	144	37	499819	0
0	158	156	499685	1
1	162	124	499714	0
2	157	119	499724	0
3	157	15	499828	0
4	159	58	499783	0
5	158	143	499698	1
0	144	151	499705	0
1	168	69	499763	0
2	157	135	499708	0
3	175	131	499694	0
4	144	129	499727	0
5	162	136	499702	0
0	175	170	499655	0
1	157	47	499796	0
2	170	157	499673	0
3	175	62	499763	0
4	175	149	499676	0
5	175	140	499685	0
0	168	162	499670	0
1	157	118	499725	0
3	158	103	499739	0
2	170	113	499717	0
4	168	96	499736	0
5	159	76	499765	0
0	153	158	499689	0
1	175	106	499719	0
2	158	27	499815	0
3	153	19	499828	0
4	158	40	499802	0
5	153	154	499693	0
0	158	156	499685	1
1	170	163	499667	0
2	167	102	499731	0
3	158	80	499762	0
4	157	47	499796	0
5	175	34	499791	0
0	146	167	499687	0
1	158	149	499693	0
2	146	167	499687	0
3	146	3	499851	0
4	146	151	499703	0
5	167	114	499719	0
0	175	170	499655	0
1	158	146	499696	0
2	177	132	499691	0
3	146	7	499847	0
4	170	95	499735	0
5	153	157	499690	0
0	177	138	499685	0
1	146	141	499713	0
2	177	138	499685	0
3	177	118	499705	0
4	138	16	499846	0
5	177	30	499793	0
0	153	158	499689	0
1	167	146	499687	0
2	182	15	499803	0
3	177	115	499708	0
4	153	79	499768	0
5	167	47	499786	0
0	182	136	499682	0
1	138	172	499690	0
2	136	148	499716	0
3	136	160	499704	0
4	182	109	499709	0
5	136	177	499687	0
0	146	167	499687	0
1	138	177	499685	0
2	170	3	499827	0
3	136	159	499705	0
4	145	146	499709	0
5	138	59	499803	0
0	148	169	499683	0
1	136	122	499742	0
2	169	134	499697	0
3	169	98	499733	0
4	148	26	499826	0
5	148	125	499727	0
0	177	138	499685	0
1	136	141	499723	0
2	173	160	499667	0
3	169	129	499702	0
4	138	103	499759	0
5	182	20	499798	0
0	174	161	499665	0
1	148	33	499819	0
2	173	39	499788	0
3	161	29	499810	0
4	173	125	499702	0
5	173	131	499696	0
0	182	136	499682	0
1	148	23	499829	0
2	159	139	499702	0
3	174	1	499825	0
4	136	96	499768	0
5	148	30	499822	0
0	176	159	499665	0
1	174	161	499665	0
2	176	22	499802	0
3	176	121	499703	0
4	159	173	499668	0
5	159	51	499790	0
0	148	169	499683	0
1	161	30	499809	0
2	168	70	499762	0
3	159	125	499716	0
4	148	94	499758	0
5	161	133	499706	0
0	176	167	499657	0
1	159	1	499840	0
2	167	41	499792	0
3	167	52	499781	0
4	176	29	499795	0
5	176	135	499689	0
0	174	161	499665	0
1	159	165	499676	0
2	158	133	499709	0
3	166	145	499689	0
4	173	135	499692	0
5	176	23	499801	0
0	159	149	499692	0
1	176	148	499676	0
2	149	158	499693	0
3	149	130	499721	0
4	149	68	499783	0
5	158	134	499708	0
1	167	176	499657	0
0	176	159	499665	0
3	160	146	499694	0
2	150	52	499798	0
4	176	107	499717	0
5	176	74	499750	0
0	150	174	499676	0
1	159	32	499809	0
2	174	100	499726	0
3	174	146	499680	0
4	150	15	499835	0
0	158	149	499693	0
5	150	137	499713	0
1	176	47	499777	0
2	151	96	499753	0
3	164	18	499818	0
4	168	136	499696	0
5	160	20	499820	0
0	166	164	499670	0
1	150	37	499813	0
2	166	142	499692	0
3	164	165	499671	0
4	166	162	499672	0
5	150	16	499834	0
0	166	164	499670	0
1	149	46	499805	0
2	166	102	499732	0
3	169	157	499674	0
4	149	19	499832	0
5	174	81	499745	0
0	169	169	499662	0
1	164	75	499761	0
2	169	31	499800	0
3	169	129	499702	0
4	169	11	499820	0
5	164	158	499678	0
0	169	169	499662	0
1	150	150	499700	0
2	169	155	499676	0
3	156	128	499716	0
4	174	149	499677	0
5	164	9	499827	0
0	156	151	499693	0
1	169	169	499662	0
2	151	50	499799	0
3	156	82	499762	0
4	151	110	499739	0
5	169	137	499694	0
0	151	156	499693	0
1	164	102	499734	0
3	158	103	499739	0
2	151	27	499822	0
4	166	129	499705	0
5	169	148	499683	0
0	158	159	499683	0
1	151	55	499794	0
2	159	143	499698	0
3	158	156	499686	0
4	159	148	499693	0
5	151	138	499711	0
0	159	158	499683	0
1	169	44	499787	0
2	140	111	499748	1
3	160	137	499703	0
4	169	92	499739	0
5	156	131	499713	0
0	139	171	499689	1
1	158	159	499683	0
2	139	45	499815	1
3	139	88	499772	1
4	139	64	499796	1
5	158	151	499691	0
0	172	140	499688	0
1	151	154	499695	0
2	167	142	499691	0
3	172	134	499694	0
4	151	55	499794	0
5	159	21	499820	0
0	166	142	499692	0
1	172	125	499703	0
2	142	157	499701	0
3	166	141	499693	0
4	142	123	499735	0
5	172	81	499747	0
0	142	167	499691	0
1	159	96	499745	0
2	170	137	499693	0
3	166	113	499721	0
5	172	112	499716	0
4	158	93	499749	0
0	170	200	499630	0
1	166	142	499692	0
2	200	170	499630	0
3	170	44	499786	0
4	200	37	499763	0
5	142	24	499834	0
0	170	200	499630	0
1	139	153	499707	1
2	152	164	499684	0
3	171	28	499801	0
4	142	116	499742	0
5	139	62	499798	1
0	168	152	499680	0
1	200	138	499662	0
2	152	162	499686	0
3	168	145	499687	0
4	168	138	499694	0
5	200	113	499687	0
0	168	152	499680	0
1	166	132	499702	0
2	160	122	499718	0
3	152	128	499720	0
4	171	7	499822	0
5	167	114	499719	0
0	151	160	499689	0
1	168	152	499680	0
2	160	79	499761	0
3	160	98	499742	0
4	151	67	499782	0
5	152	142	499706	0
0	151	160	499689	0
1	200	104	499696	0
2	187	107	499706	0
3	151	59	499790	0
4	168	21	499811	0
5	170	178	499652	0
0	158	187	499655	0
1	151	157	499692	0
2	158	171	499671	0
3	158	155	499687	0
4	187	143	499670	0
5	151	152	499697	0
0	187	158	499655	0
1	168	2	499830	0
2	161	26	499813	0
3	158	25	499817	0
4	151	34	499815	0
5	168	121	499711	0
0	161	163	499676	0
1	187	143	499670	0
2	163	100	499737	0
3	161	18	499821	0
4	161	158	499681	0
5	187	54	499759	0
0	163	161	499676	0
1	151	154	499695	0
2	184	69	499747	0
3	163	109	499728	0
4	187	19	499794	0
5	151	126	499723	0
0	154	184	499662	0
1	163	157	499680	0
2	184	153	499663	0
3	154	132	499714	0
5	163	36	499801	0
4	184	118	499698	0
0	184	155	499661	0
1	158	153	499689	0
2	164	66	499770	0
3	184	145	499671	0
4	161	26	499813	0
5	187	107	499706	0
0	164	145	499691	0
1	184	115	499701	0
2	164	124	499712	0
3	164	102	499734	0
4	154	172	499674	0
0	164	145	499691	0
5	164	79	499757	0
1	161	103	499736	0
2	159	149	499692	0
3	145	94	499761	0
4	154	66	499780	0
5	161	157	499682	0
0	159	167	499674	0
1	164	28	499808	0
2	167	7	499826	0
3	167	121	499712	0
4	164	82	499754	0
5	167	11	499822	0
0	159	167	499674	0
1	184	70	499746	0
2	154	0	499846	0
3	167	91	499742	0
4	164	25	499811	0
5	184	115	499701	0
0	154	154	499692	0
1	167	157	499676	0
2	154	34	499812	0
3	154	153	499693	0
4	167	122	499711	0
5	154	53	499793	0
0	154	154	499692	0
1	145	149	499706	0
2	144	152	499704	0
3	154	76	499770	0
4	159	139	499702	0
5	164	45	499791	0
0	144	174	499682	0
1	154	57	499789	0
2	144	130	499726	0
3	144	42	499814	0
4	154	152	499694	0
5	144	90	499766	0
0	144	174	499682	0
1	159	14	499827	0
2	163	142	499695	0
3	174	90	499736	0
4	154	111	499735	0
5	159	125	499716	0
0	163	152	499685	0
1	174	79	499747	0
2	152	135	499713	0
3	163	137	499700	0
5	152	33	499815	0
4	174	13	499813	0
0	152	163	499685	0
1	154	26	499820	0
2	142	140	499718	0
3	152	133	499715	0
4	174	56	499770	0
5	154	63	499783	0
0	142	154	499704	0
1	163	147	499690	0
2	154	105	499741	0
3	142	4	499854	0
4	142	145	499713	0
5	163	61	499776	0
0	142	154	499704	0
2	146	136	499718	0
1	174	131	499695	0
3	154	142	499704	0
4	152	92	499756	0
5	144	104	499752	0
0	151	146	499703	0
1	142	97	499761	0
2	151	125	499724	0
3	151	92	499757	0
4	151	126	499723	0
5	142	14	499844	0
0	151	146	499703	0
1	163	83	499754	0
2	163	35	499802	0
3	146	81	499773	0
4	154	26	499820	0
5	152	98	499750	0
0	163	146	499691	0
1	151	145	499704	0
2	146	4	499850	0
3	163	135	499702	0
4	163	44	499793	0
0	163	146	499691	0
5	151	28	499821	0
1	141	138	499721	0
2	142	35	499823	0
3	163	26	499811	0
4	146	148	499706	0
5	142	25	499833	0
0	144	141	499715	0
1	146	163	499691	0
2	144	29	499827	0
3	144	85	499771	0
4	141	18	499841	0
5	141	54	499805	0
0	146	163	499691	0
1	170	22	499808	0
2	146	98	499756	0
3	143	89	499768	0
4	164	21	499815	0
5	146	59	499795	0
0	170	142	499688	0
1	144	5	499851	0
2	170	36	499794	0
3	142	25	499833	0
4	142	70	499788	0
5	170	23	499807	0
0	141	144	499715	0
1	189	118	499693	0
2	163	144	499693	0
3	171	29	499800	0
4	141	61	499798	0
5	146	13	499841	0
0	188	136	499676	0
1	142	132	499726	0
2	136	94	499770	0
3	136	19	499845	0
4	136	61	499803	0
5	188	102	499710	0
0	142	170	499688	0
1	158	159	499683	0
2	141	134	499725	0
3	136	163	499701	0
4	170	93	499737	0
5	141	9	499850	0
0	168	159	499673	0
1	136	40	499824	0
2	168	72	499760	0
3	168	10	499822	0
4	168	80	499752	0
5	158	148	499694	0
0	188	136	499676	0
1	161	20	499819	0
2	170	48	499782	0
3	168	139	499693	0
4	188	28	499784	0
5	170	60	499770	0
0	161	161	499678	0
1	168	13	499819	0
2	161	161	499678	0
3	161	7	499832	0
4	160	24	499815	1
5	160	97	499742	1
0	168	158	499674	0
1	159	53	499788	0
3	161	39	499800	0
2	188	103	499709	0
4	159	20	499821	0
5	136	184	499680	0
0	159	160	499681	0
1	160	156	499683	1
2	159	160	499681	0
3	160	33	499807	0
4	159	147	499694	0
5	160	112	499728	0
0	161	161	499678	0
1	140	120	499740	0
2	159	128	499713	0
3	168	131	499701	0
4	161	51	499788	0
5	158	81	499761	0
0	149	140	499711	0
1	160	148	499692	0
2	149	140	499711	0
3	149	111	499740	0
4	140	130	499730	0
5	149	108	499743	0
0	160	159	499681	0
1	173	153	499674	0
2	149	121	499730	0
3	160	131	499708	1
4	159	23	499818	0
5	161	92	499747	0
0	178	173	499649	0
1	149	116	499735	0
2	173	157	499670	0
3	178	32	499790	0
4	173	63	499764	0
5	178	117	499705	0
0	149	140	499711	0
1	156	166	499678	0
2	173	166	499661	0
3	159	25	499816	0
4	140	47	499813	0
5	160	109	499731	0
0	156	166	499678	0
1	173	176	499651	0
2	166	147	499687	0
3	156	155	499689	0
4	156	20	499824	0
0	173	178	499649	0
5	156	45	499799	0
1	163	169	499668	0
2	156	0	499844	0
3	149	54	499797	0
4	178	113	499709	0
5	140	83	499777	0
0	171	162	499666	1
1	156	159	499685	0
2	171	154	499674	1
3	163	63	499774	0
4	171	136	499692	1
5	156	143	499701	0
0	171	162	499666	1
1	148	120	499732	0
2	163	9	499828	0
3	178	102	499720	0
4	156	162	499682	0
5	173	131	499696	0
0	148	148	499704	0
1	171	46	499782	1
2	148	11	499841	0
3	148	0	499852	0
4	148	124	499728	0
5	163	167	499670	0
0	148	148	499704	0
1	142	170	499688	0
3	166	21	499813	0
2	148	139	499713	0
4	163	99	499738	0
5	156	91	499753	0
0	170	142	499688	0
1	148	43	499809	0
3	170	32	499798	0
2	142	33	499825	0
4	142	98	499760	0
5	148	90	499762	0
